Name,RawCentrality
Plato,107
Aristotle,95
Cicero,93
Socrates,70
Porphyry,61
Xenocrates,60
Proclus,60
Chrysippus,59
Menedemus,56
Sextus Empiricus,56
Arcesilaus,56
Pyrrho,55
Carneades,55
Apuleius,55
Pythagoras,54
Syrianus,53
Iamblichus,53
Democritus,53
Epicurus,53
Xenophon,53
Philo of Larissa,53
Plotinus,52
Speusippus,52
Gorgias,52
Zeno of Citium,51
Numenius of Apamea,51
Theophrastus,51
Ammonius Saccas,51
Damascius,51
Thales,51
Ammonius Hermiae,51
Alcinous,50
Zeno of Sidon,50
Posidonius,50
Lucian,49
Hippias,49
Epictetus,48
Cleanthes,47
Anaxagoras,47
Galen,46
Panaetius,46
Marcus Aurelius,46
Lucretius,45
Protagoras,44
Alexander of Aphrodisias,44
Archytas,44
Anaximander,43
Confucius,43
Hippasus,42
Antisthenes,42
Stilpo,42
Thrasymachus,41
Aenesidemus,41
Empedocles,41
Parmenides,41
Leucippus,40
Metrodorus of Lampsacus,40
Strato of Lampsacus,39
Euclid of Megara,39
Diodorus Cronus,39
Diogenes of Oenoanda,38
Timon of Phlius,38
Prodicus,37
Philostratus,37
Clement of Alexandria,37
Callicles,37
Anniceris,36
Favorinus,36
Epimenides,36
Mencius,36
Apollonius of Tyana,35
Lucius Annaeus Cornutus,35
Cleobulus,35
Han Fei,34
Mozi,34
Hegesias of Cyrene,34
Theano,34
Thucydides,34
Valluvar,32
Ptolemy,32
Hippocrates,30
Kapila,30
Sun Tzu,30
Arius,29
Al-Farabi,28
Shang Yang,27
Kanada,27
Anselm,27
Adi Shankara,27
Jaimini,27
Chanakya,26
Ramanuja,25
Zhu Xi,25
Yajnavalkya,25
Shen Buhai,24
Edward N. Zalta,24
Abhinavagupta,24
Mahavira,24
Li Si,24
Dong Zhongshu,23
Guan Zhong,23
Wang Fuzhi,23
Heraclides Ponticus,22
Sun Yat-sen,22
Leo Strauss,22
Vedanta Desika,22
Cheng Yi,22
Cheng Hao,22
Shen Dao,22
Han Yu,22
Zeno of Elea,22
Zhang Yi,22
Kang Youwei,22
Mao Zedong,22
Huang Zongxi,22
Feng Youlan,22
Li Kui,21
Vasubandhu,21
Mou Zongsan,21
Ch'ien Mu,21
Buddhaghosa,21
Hui Shi,20
Wang Bi,20
Nagarjuna,20
Marsilio Ficino,20
Clitomachus,20
Hu Shih,20
Agastya,20
Deng Xi,20
Zisi,20
Averroes,20
Tertullian,20
Cleomedes,20
Zichan,19
Zou Yan,19
Ibn Khaldun,19
Yang Xiong,19
Wang Yangming,19
Raghunatha Siromani,19
Markandeya,19
Geminus,19
Sengzhao,19
Linji Yixuan,19
Jayanta Bhatta,19
Li Ao,19
Nicholas Wolterstorff,19
Zhang Dongsun,19
Edmund Husserl,19
Alvin Plantinga,19
Liang Qichao,19
Gaozi,18
Ashtavakra,18
Gautama Buddha,18
Archimedes,18
Zhou Guoping,18
Peter van Inwagen,18
Blaise Pascal,18
Cai Yuanpei,18
Gottlob Frege,18
Qiu Renzong,18
Tsang Lap Chuen,18
Su Qin,18
Shvetashvatara,18
Longinus,18
Saul Kripke,17
G. E. Moore,17
Henri Bergson,17
Ralph Cudworth,17
Voltaire,17
Calcidius,17
Meister Eckhart,17
Dharmakirti,17
Henry of Ghent,16
Theodoric of Freiberg,16
Uddalaka Aruni,16
Giordano Bruno,16
Paul of Venice,16
David the Invincible,16
Bonaventure,16
Emanuel Swedenborg,16
Ralph Waldo Emerson,16
Giovanni Pico della Mirandola,16
Pseudo-Dionysius the Areopagite,16
Chrysanthius,16
Gaius Marius Victorinus,16
Josiah Royce,16
Michael Dummett,16
David Hume,16
Crispin Wright,16
Alonzo Church,16
Roderick Chisholm,16
Alcibiades,16
David Kaplan,16
Bernard Bolzano,16
Henry More,16
Roman Ingarden,16
Albinus,15
Al-Ghazali,15
Metrodorus of Stratonicea,15
Crantor,15
Aedesius,15
Vasishtha,14
Angiras,14
Friedrich Nietzsche,13
Themistius,13
Gangesha Upadhyaya,12
Bhoja,12
Antiphon,12
Avicenna,11
Dirghatamas,11
Vyasatirtha,11
Isocrates,11
Simplicius of Cilicia,11
Chaitanya Mahaprabhu,11
Jayatirtha,10
Parashara,10
Bertrand Russell,10
Aristoxenus,10
Zhiyi,9
Basava,9
Kabir,9
Pierre Gassendi,9
Hicetas,8
Karl Popper,8
Chao Cuo,8
Jeremy Bentham,8
Akka Mahadevi,8
Khana,8
Narahari Tirtha,8
Thomas Aquinas,8
Siddheshwar,8
Al-Kindi,8
Aristides,8
Peter Singer,7
Michel Onfray,7
Yi I,7
Johannes Bronkhorst,7
Paul Deussen,7
Debra Nails,6
Augustine of Hippo,6
Julien Offray de La Mettrie,6
Daniel Dennett,6
Crates of Thebes,6
Seneca the Younger,6
Eudoxus of Cnidus,6
Karl Marx,6
Udayana,6
John Stuart Mill,6
Fred Feldman,6
Isaac Newton,6
Aspasius,6
Asanga,6
Ajita Kesakambali,6
Bodhidharma,5
Shinran,5
Liu Shaoqi,5
Xun Zi,5
Solomon,5
Naropa,5
Uisang,5
Dogen,5
Zongmi,5
Julian Baggini,5
Fujiwara Seika,5
Fazang,5
Eusebius of Caesarea,5
Alfred North Whitehead,5
Jonathan Barnes,5
Jinul,5
Nichiren,5
Yi Hwang,5
Ludwig Feuerbach,5
Martin Heidegger,5
Robert Fogelin,5
Bhartrhari,5
Immanuel Kant,5
Motoori Norinaga,5
Baron d'Holbach,5
Benson Mates,5
Baruch Spinoza,5
Bimal Krishna Matilal,5
Liezi,5
Michel de Montaigne,5
Parshva,4
Ernst Haeckel,4
Ghosha,4
Vasugupta,4
Parshvanatha,4
Walter Kaufmann,4
Makkhali Gosala,4
Jaegwon Kim,4
Melissus of Samos,4
John Locke,4
Ibn Hazm,4
George Berkeley,4
Albertus Magnus,4
Ludwig Wittgenstein,4
Dante Alighieri,4
B. R. Ambedkar,4
W. K. C. Guthrie,4
Antiochus of Ascalon,4
Andronicus of Rhodes,4
Xenophanes of Colophon,4
Metrocles,4
Martha Nussbaum,3
Friedrich Schleiermacher,3
A. A. Long,3
Pingala,3
Galileo Galilei,3
Nagasena,3
David Sedley,3
Thomas Jefferson,3
Michael Lou Martin,3
Nicolaus Copernicus,3
Alcmaeon of Croton,3
Anaxarchus,3
Desiderius Erasmus,3
Denis Diderot,3
Albert Camus,3
Gregory Vlastos,3
Mircea Eliade,3
Albert Einstein,3
Sam Harris,3
Mahatma Gandhi,3
Peter Geach,3
Heraclitus of Ephesus,3
Martin Buber,3
Charles Darwin,3
Werner Heisenberg,3
Maitreyi,3
Mario Bunge,3
Edwin Bryant,3
Eduard Zeller,3
William Alston,3
William James,3
Jacques Derrida,3
Mikhail Bakunin,3
A. C. Grayling,3
Christopher Hitchens,3
Sri Aurobindo,3
Vatsyayana,3
Charles H. Kahn,2
Jean-Baptiste Lamarck,2
William of Moerbeke,2
Thomas Carlyle,2
Anthony Kenny,2
Thomas Reid,2
Carl Linnaeus,2
Friedrich Schiller,2
Abu Ma'shar al-Balkhi,2
Robert Boyle,2
Lorenzo Valla,2
Mulla Sadra,2
Richard Swinburne,2
Asclepiades of Bithynia,2
Ibn Furak,2
Aristo of Chios,2
Pietro Pomponazzi,2
Nicholas D. Smith,2
Francis Bacon,2
Ahmad ibn Hanbal,2
Johann Wolfgang von Goethe,2
George Grote,2
Jean-Luc Marion,2
Pierre Bayle,2
Jacopo Zabarella,2
Nicolas Malebranche,2
May Sim,2
Frithjof Schuon,2
Wilfrid Sellars,2
Ambrose,2
Gilbert Ryle,2
John Calvin,2
Andrea Cesalpino,2
William Wollaston,2
John Ray,2
Lopamudra,2
Kundakunda,2
David Shepherd Nivison,2
Michael Oakeshott,2
Alexander Pruss,2
Hilary Putnam,2
Adam Smith,2
Emmanuel Levinas,2
Fakhr al-Din al-Razi,2
Roger Bacon,2
Jiddu Krishnamurti,2
Peter Lombard,2
Antony Flew,2
Uddyotakara,2
Henry George,2
Friedrich Engels,2
Hipparchia of Maroneia,2
Epicharmus,2
Fred Dretske,2
Gilles Deleuze,2
Zengzi,2
R. M. Hare,2
C. D. Broad,2
Samuel Ibn Tibbon,2
Anandavardhana,2
Al-Ash'ari,2
Titus Pomponius Atticus,2
William Whewell,2
Karl Barth,2
Diagoras,2
Paul Carus,2
Ernst Cassirer,2
Emil Brunner,2
Rudolf Bultmann,2
Charles Hartshorne,2
Yang Chu,2
Marcel Conche,2
Frederick Copleston,2
Rabindranath Tagore,2
Afrikan Spir,2
Vladimir Solovyov,2
Lev Shestov,2
Debiprasad Chattopadhyaya,2
John of Salisbury,2
Wing-tsit Chan,2
Ibn Arabi,2
Duns Scotus,2
William of Ockham,2
Gabriel Marcel,2
William Lane Craig,2
Peter of Spain,2
Petrarch,2
Rudolf Otto,2
George Santayana,2
Reinhold Niebuhr,2
Hemachandra,2
